Source Name	Material Type	Characteristics [BioSourceType]	Characteristics [CellLine]	Characteristics [CellType]	Characteristics [DevelopmentalStage]	Characteristics [DiseaseStage]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [Organism]	Characteristics [Sex]	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Comment[Normalization Type]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [CELLLINE]	Factor Value [CELLTYPE]	Factor Value [DEVELOPMENTALSTAGE]	Factor Value [DISEASESTAGE]	Factor Value [DISEASESTATE]	Factor Value [ORGANISMPART]
518988190.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1065 biotin	synthetic_DNA	biotin	Hyb_1065	A-AFFY-33	518988190.cel	518988190.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.43.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988248.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1066 biotin	synthetic_DNA	biotin	Hyb_1066	A-AFFY-33	518988248.cel	518988248.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988302.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1067 biotin	synthetic_DNA	biotin	Hyb_1067	A-AFFY-33	518988302.cel	518988302.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988346.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1068 biotin	synthetic_DNA	biotin	Hyb_1068	A-AFFY-33	518988346.cel	518988346.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988360.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1069 biotin	synthetic_DNA	biotin	Hyb_1069	A-AFFY-33	518988360.cel	518988360.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988374.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1070 biotin	synthetic_DNA	biotin	Hyb_1070	A-AFFY-33	518988374.cel	518988374.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988389.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1071 biotin	synthetic_DNA	biotin	Hyb_1071	A-AFFY-33	518988389.cel	518988389.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988403.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1072 biotin	synthetic_DNA	biotin	Hyb_1072	A-AFFY-33	518988403.cel	518988403.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988438.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1073 biotin	synthetic_DNA	biotin	Hyb_1073	A-AFFY-33	518988438.cel	518988438.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988452.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1074 biotin	synthetic_DNA	biotin	Hyb_1074	A-AFFY-33	518988452.cel	518988452.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988467.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1075 biotin	synthetic_DNA	biotin	Hyb_1075	A-AFFY-33	518988467.cel	518988467.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988481.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1076 biotin	synthetic_DNA	biotin	Hyb_1076	A-AFFY-33	518988481.cel	518988481.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988566.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1077 biotin	synthetic_DNA	biotin	Hyb_1077	A-AFFY-33	518988566.cel	518988566.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518988581.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1078 biotin	synthetic_DNA	biotin	Hyb_1078	A-AFFY-33	518988581.cel	518988581.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518988596.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1079 biotin	synthetic_DNA	biotin	Hyb_1079	A-AFFY-33	518988596.cel	518988596.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988668.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1080 biotin	synthetic_DNA	biotin	Hyb_1080	A-AFFY-33	518988668.cel	518988668.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988697.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1081 biotin	synthetic_DNA	biotin	Hyb_1081	A-AFFY-33	518988697.cel	518988697.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988711.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1082 biotin	synthetic_DNA	biotin	Hyb_1082	A-AFFY-33	518988711.cel	518988711.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988726.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1083 biotin	synthetic_DNA	biotin	Hyb_1083	A-AFFY-33	518988726.cel	518988726.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518988756.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1084 biotin	synthetic_DNA	biotin	Hyb_1084	A-AFFY-33	518988756.cel	518988756.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988798.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1085 biotin	synthetic_DNA	biotin	Hyb_1085	A-AFFY-33	518988798.cel	518988798.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988828.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1086 biotin	synthetic_DNA	biotin	Hyb_1086	A-AFFY-33	518988828.cel	518988828.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518988842.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1087 biotin	synthetic_DNA	biotin	Hyb_1087	A-AFFY-33	518988842.cel	518988842.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988905.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1088 biotin	synthetic_DNA	biotin	Hyb_1088	A-AFFY-33	518988905.cel	518988905.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988920.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1089 biotin	synthetic_DNA	biotin	Hyb_1089	A-AFFY-33	518988920.cel	518988920.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988949.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1090 biotin	synthetic_DNA	biotin	Hyb_1090	A-AFFY-33	518988949.cel	518988949.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518988963.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1091 biotin	synthetic_DNA	biotin	Hyb_1091	A-AFFY-33	518988963.cel	518988963.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518989006.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1092 biotin	synthetic_DNA	biotin	Hyb_1092	A-AFFY-33	518989006.cel	518989006.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989020.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1093 biotin	synthetic_DNA	biotin	Hyb_1093	A-AFFY-33	518989020.cel	518989020.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989049.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1094 biotin	synthetic_DNA	biotin	Hyb_1094	A-AFFY-33	518989049.cel	518989049.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989064.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1095 biotin	synthetic_DNA	biotin	Hyb_1095	A-AFFY-33	518989064.cel	518989064.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518989122.cel	organism_part	  	  	  	  	  	normal	prostate	Homo sapiens	  	Labeled1096 biotin	synthetic_DNA	biotin	Hyb_1096	A-AFFY-33	518989122.cel	518989122.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	normal	prostate
518989136.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1097 biotin	synthetic_DNA	biotin	Hyb_1097	A-AFFY-33	518989136.cel	518989136.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989162.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1098 biotin	synthetic_DNA	biotin	Hyb_1098	A-AFFY-33	518989162.cel	518989162.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989204.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1099 biotin	synthetic_DNA	biotin	Hyb_1099	A-AFFY-33	518989204.cel	518989204.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989218.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1100 biotin	synthetic_DNA	biotin	Hyb_1100	A-AFFY-33	518989218.cel	518989218.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989276.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1101 biotin	synthetic_DNA	biotin	Hyb_1101	A-AFFY-33	518989276.cel	518989276.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
518989291.cel	organism_part	  	  	  	  	  	prostate cancer	prostate	Homo sapiens	  	Labeled1102 biotin	synthetic_DNA	biotin	Hyb_1102	A-AFFY-33	518989291.cel	518989291.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	prostate cancer	prostate
529029167.cel	cell_line	frozen_sample	HSB2	T-cell line	  	  	  	  	Homo sapiens	male	Labeled1103 biotin	synthetic_DNA	biotin	Hyb_1103	A-AFFY-33	529029167.cel	529029167.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	HSB2	T-cell line	  	    	    	        
529029201.cel	cell_line	frozen_sample	Jurkat	T-cell line	  	  	  	  	Homo sapiens	male	Labeled1104 biotin	synthetic_DNA	biotin	Hyb_1104	A-AFFY-33	529029201.cel	529029201.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	Jurkat	T-cell line	  	    	    	        
529029256.cel	cell_line	frozen_sample	MOLT4	T-cell line	  	  	  	  	Homo sapiens	male	Labeled1105 biotin	synthetic_DNA	biotin	Hyb_1105	A-AFFY-33	529029256.cel	529029256.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	MOLT4	T-cell line	  	    	    	        
529029311.cel	organism_part	frozen_sample	  	unpurified thymus cells	  	  	  	thymus	Homo sapiens	female	Labeled1106 biotin	synthetic_DNA	biotin	Hyb_1106	A-AFFY-33	529029311.cel	529029311.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	unpurified thymus cells	  	  	  	thymus
529029366.cel	organism_part	frozen_sample	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood	Homo sapiens	female	Labeled1107 biotin	synthetic_DNA	biotin	Hyb_1107	A-AFFY-33	529029366.cel	529029366.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood
529029421.cel	organism_part	frozen_sample	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood	Homo sapiens	male	Labeled1108 biotin	synthetic_DNA	biotin	Hyb_1108	A-AFFY-33	529029421.cel	529029421.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood
529029476.cel	organism_part	frozen_sample	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood	Homo sapiens	male	Labeled1109 biotin	synthetic_DNA	biotin	Hyb_1109	A-AFFY-33	529029476.cel	529029476.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood
529029531.cel	organism_part	frozen_sample	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood	Homo sapiens	male	Labeled1110 biotin	synthetic_DNA	biotin	Hyb_1110	A-AFFY-33	529029531.cel	529029531.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.44.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood
529029565.cel	organism_part	frozen_sample	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood	Homo sapiens	male	Labeled1111 biotin	synthetic_DNA	biotin	Hyb_1111	A-AFFY-33	529029565.cel	529029565.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.45.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	precursor T lymphoblastic leukemia	peripheral blood
